id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30854835,PLAKA ACROPOLIS ATHENS C0ZY APARTMENT ^0,126410384,Christina,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97332,23.73031,Entire home/apt,59,1,31,2019-11-12,6.24,1,87
30871043,Central   Studio With  City  View,65519171,Yiannis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99003,23.7606,Entire home/apt,29,2,14,2019-10-07,1.35,3,263
30873841,Kammerspiel Athens,56194478,Nikos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98862,23.73864,Entire home/apt,40,1,2,2019-01-18,0.19,1,323
30877798,Stylish Koukaki Apartment,220022946,CloudKeys,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96616,23.72688,Entire home/apt,50,1,5,2019-03-11,0.46,47,0
30882057,Monastiraki station lovely room-Historic centre,230800727,Konstantinos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9789,23.72357,Entire home/apt,18,1,52,2019-10-30,5.20,1,89
30893181,A6.1 sta. (The Acropolis 6.1 stadia ),190458867,Λεωνίδας,,ΘΗΣΕΙΟ,37.97447,23.71661,Entire home/apt,20,1,10,2019-07-03,0.92,1,0
30893318,"Central, spacious, 1 bedroom modern apartment",220489289,Jamal,,ΠΑΓΚΡΑΤΙ,37.96606,23.74824,Entire home/apt,27,1,1,2019-11-15,1,2,364
30895556,Toni's - 2BD Apartment in the City Center,112527018,Toni,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98963,23.73052,Entire home/apt,55,1,59,2019-11-04,5.36,60,163
30902346,A Spacious Apartment One Min To Victoria Metro,13380558,Aristotelis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99183,23.7286,Entire home/apt,95,2,37,2019-11-16,6.31,5,108
30903299,MIN ART HOME ATHENS 106,207789626,Limin,,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,37.9883,23.70705,Private room,16,1,4,2019-05-21,0.36,6,0
30903314,Gorgeous studio 5' from Metro Ambelokipi,41399092,Denis,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99203,23.75437,Entire home/apt,28,2,29,2019-10-22,2.60,4,342
30903535,Quiet nest 10’ walk from Acropolis,41399092,Denis,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96359,23.72159,Entire home/apt,30,2,44,2019-11-18,4.07,4,354
30906027,Artistic private room,228396936,Stella&Greg,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.99114,23.73504,Private room,60,1,0,,,1,87
30906405,Walk to Acropolis & Metro30m-1Bed in FemaleDorm(L),222880369,Nondas,,ΒΟΤΑΝΙΚΟΣ,37.9802,23.71084,Entire home/apt,11,1,22,2019-10-15,2.25,18,343
30906654,VERANTA,195630859,Anna Maria,,ΠΑΓΚΡΑΤΙ,37.96742,23.7527,Entire home/apt,40,1,14,2019-11-11,1.35,3,269
30907780,Central studio,195630859,Anna Maria,,ΠΑΓΚΡΑΤΙ,37.97111,23.74439,Entire home/apt,35,2,36,2019-10-29,3.56,3,361
30909697,Central Apartment 8 minutes from Metro Station,230996172,Filip,,ΙΛΙΣΙΑ,37.97721,23.75772,Entire home/apt,21,3,34,2019-11-12,4.06,1,216
30909957,Modern Athenian (10 minutes walk to acropolis),228918455,Σωκράτης,,ΝΕΟΣ ΚΟΣΜΟΣ,37.9627,23.73059,Entire home/apt,50,1,39,2019-10-27,3.60,1,42
30916074,Centrally Located fully suited Studio Apartment,225858112,Lior,,ΘΗΣΕΙΟ,37.97703,23.72218,Entire home/apt,50,1,1,2019-02-14,0.11,12,133
30916867,Quiet & Central fully suited Patio Apartment,225858112,Lior,,ΚΕΡΑΜΕΙΚΟΣ,37.97909,23.72274,Entire home/apt,60,1,0,,,12,133
30917034,Hidesign Athens Apollon Luxury Apt in Plaka,10581143,Pagona,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97377,23.73141,Entire home/apt,119,3,5,2019-10-14,0.60,12,347
30917113,Balcony fully suited Studio Apartment in Psyri #2,225858112,Lior,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97837,23.72329,Entire home/apt,65,1,0,,,12,130
30917255,Balcony fully suited Studio Apartment in Psyri #1,225858112,Lior,,ΘΗΣΕΙΟ,37.97844,23.72205,Entire home/apt,65,1,0,,,12,128
30917430,Quiet & Central fully suited Studio Apartment #1,225858112,Lior,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9786,23.72365,Entire home/apt,60,1,1,2019-04-08,0.13,12,129
30917496,Budget Double Hotel Room in the centre of Athens,231052265,Semeli Hotel,,ΚΥΨΕΛΗ,38.00185,23.73497,Private room,32,1,2,2019-10-23,0.26,5,363
30918368,Superior Double or Twin Hotel Room in Athens,231052265,Semeli Hotel,,ΚΥΨΕΛΗ,38.00174,23.73487,Private room,45,1,0,,,5,365
30918449,uoohome酒店式公寓｡卫城美景｡宪法广场｡EMOU street购物街,230178351,海涛,,ΑΝΩ ΚΥΨΕΛΗ,38.00441,23.74106,Entire home/apt,51,1,0,,,1,40
30918659,Dora's Red Athens Apartment,63329793,Dora,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98985,23.75991,Entire home/apt,30,2,8,2019-09-07,1.13,2,251
30918727,Deluxe Double Hotel Room in Athens,231052265,Semeli Hotel,,ΚΥΨΕΛΗ,38.00165,23.73555,Private room,49,1,1,2019-09-09,0.42,5,365
30919135,Budget Single Hotel Room in the centre of Athens,231052265,Semeli Hotel,,ΚΥΨΕΛΗ,38.00222,23.73532,Private room,30,1,0,,,5,363
30919449,Budget Double or Twin Hotel Room in Athens,231052265,Semeli Hotel,,ΚΥΨΕΛΗ,38.00264,23.73473,Private room,42,1,2,2019-04-30,0.25,5,363
30919919,Amazing Acropolis View- Kolonaki,231062739,Nora,,ΚΟΛΩΝΑΚΙ,37.98105,23.73733,Entire home/apt,143,3,0,,,1,364
30922142,Plaka Akrokeramo House #1,230667592,Anna,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97372,23.73074,Entire home/apt,80,2,9,2019-09-21,0.83,2,309
30922575,Plaka Akrokeramo House #2,230667592,Anna,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97524,23.7311,Entire home/apt,70,2,10,2019-10-13,1.06,2,352
30923772,Nathkingcole's Home,4929059,Nathalie,,ΠΑΓΚΡΑΤΙ,37.9671,23.75107,Private room,15,1,8,2019-03-17,0.75,1,0
30924926,Angelis apt/Athens Cntr/metro AgiosNikolaos (250m),231095390,Angelos,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00609,23.73146,Entire home/apt,30,1,53,2019-10-27,4.95,1,90
30926552,Hip 1 Bedroom · Omnia Pagrati Apartments,220695037,Omnia,,ΠΑΓΚΡΑΤΙ,37.96685,23.74903,Hotel room,50,1,0,,,9,351
30926888,Modern antique double room nr 1 near Acropolis,2089542,Tia & Mike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96679,23.7291,Private room,27,1,12,2019-11-08,1.21,55,365
30927341,Modern antique double room nr 3 near Acropolis,2089542,Tia & Mike,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96674,23.72934,Private room,27,1,16,2019-05-31,1.52,55,360
30927588,Modern antique double room nr 2 near Acropolis,2089542,Tia & Mike,,ΝΕΟΣ ΚΟΣΜΟΣ,37.967,23.73027,Private room,27,1,27,2019-11-13,2.62,55,354
30930445,1st floor Studio 15' from the  metro Perissos,165445463,Antonia,,ΡΙΖΟΥΠΟΛΗ,38.02739,23.7508,Entire home/apt,30,2,0,,,1,292
30933508,(STRATEGIC LOCATION) ATHENS HEART HOUSE/200m Metro,229891905,Akhs/Nicholeta,,ΠΕΤΡΑΛΩΝΑ,37.96663,23.70389,Entire home/apt,59,3,21,2019-11-04,2.54,3,54
30936672,THE AKROPOLIS ONE. (5*STARS AND THE BEST LOCATION),229891905,Akhs/Nicholeta,,ΘΗΣΕΙΟ,37.97379,23.72029,Entire home/apt,49,3,24,2019-11-09,2.89,3,71
30946867,Athens Acropolis View Apartment,78402346,Diodos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9773,23.73073,Entire home/apt,88,1,0,,,2,365
30947805,Chill like a local in Condo near historical sites!,22227167,Alexandros,,ΣΤΑΔΙΟ,37.96799,23.7431,Entire home/apt,45,1,23,2019-11-10,2.14,29,191
30968291,Comfortable apartment in historic center,163275452,Sonia,,ΠΕΤΡΑΛΩΝΑ,37.9685,23.70448,Entire home/apt,25,1,26,2019-11-02,2.34,1,173
30970607,HIGHEND 2BDR New Full APT/ IDEAL LOCATION,32601523,Stella And Nikos,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97092,23.7321,Entire home/apt,50,1,71,2019-11-11,6.40,14,339
30971578,Phaedra's Veranda Acropoli,231292228,Phaedra,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96742,23.72703,Entire home/apt,100,3,22,2019-11-11,3.14,1,53
30973193,Luxurious home in Kolonaki,55354127,Anastasia,,ΛΥΚΑΒΗΤΤΟΣ,37.98041,23.74482,Entire home/apt,350,2,0,,,1,179
30975241,The Mirror Apartment with large sunny balcony,14998946,Konstantinos,,ΚΟΛΩΝΑΚΙ,37.98164,23.73797,Entire home/apt,60,1,32,2019-11-04,3.44,1,115
30977646,unique studio with acropolis view,443874,Panagiota,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97668,23.72325,Hotel room,59,1,3,2019-07-12,0.34,5,362
30980429,Walk to Acropolis & Metro30m-1Bed in FemaleDorm(m),222880369,Nondas,,ΚΕΡΑΜΕΙΚΟΣ,37.9793,23.71246,Entire home/apt,11,1,13,2019-10-28,1.18,18,362
30980510,Walk to Acropolis & Metro30m-1Bed in FemaleDorm(n),222880369,Nondas,,ΚΕΡΑΜΕΙΚΟΣ,37.97954,23.71167,Entire home/apt,11,1,16,2019-09-21,1.46,18,363
30986917,RENA'S FLAT NEAR ATHENS INT. AIRPORT,153002173,Vasilina,,ΑΜΠΕΛΟΚΗΠΟΙ,37.98827,23.75451,Entire home/apt,50,1,1,2019-03-01,0.11,1,365
31002519,Traditional Greek Apartment in the heart of Athens,190338040,Maria,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98855,23.72305,Entire home/apt,80,2,4,2019-08-28,0.99,1,244
31011318,Central detached house with garden next to a park,130893987,Costas,,ΠΑΤΗΣΙΑ,38.01132,23.73345,Entire home/apt,35,3,5,2019-07-18,0.47,1,245
31013144,"Beautiful, bright city centre apartment",59433862,Marina,,ΠΑΓΚΡΑΤΙ,37.97264,23.74514,Entire home/apt,65,2,1,2019-11-14,1,1,206
31016146,private room with acropolis view,443874,Panagiota,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97666,23.72435,Hotel room,33,1,13,2019-10-11,1.39,5,177
31031087,Central charming brigth apartment,228706637,Natasa,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99542,23.72516,Entire home/apt,40,3,0,,,1,365
31033238,Efthymios cosy studio II,86880044,Efthymios,,ΝΙΡΒΑΝΑ,38.00302,23.72611,Entire home/apt,23,2,41,2019-11-10,5.10,2,352
31037246,Roxi´s Oasis: Gorgeous 130 sq.m. Quiet Bright Apt,40925029,Roxana Maria,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99569,23.76106,Entire home/apt,38,2,2,2019-07-31,0.19,3,0
31037793,City life in Athens heart apartment,135482892,Home+,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98526,23.73137,Entire home/apt,55,1,13,2019-10-28,1.32,78,327
31038229,Magnificent Koukaki Flat - Top Acropolis location,2718115,Alex & Maria | Preffered |,,ΑΚΡΟΠΟΛΗ,37.96765,23.7247,Entire home/apt,100,2,17,2019-09-22,1.98,40,231
31039107,Standard Double Hotel Room in the heart of Athens,231837659,Reservations,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9761,23.73219,Private room,148,1,0,,,5,353
31039472,Superior Double Hotel Room with Acropolis view,231837659,Reservations,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97633,23.73137,Private room,173,1,0,,,5,353
31039642,Executive Hotel Room with Hammam in Athens,231837659,Reservations,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97613,23.73299,Private room,173,1,0,,,5,353
31039790,Junior Suite with Hammam & Jacuzzi in Athens,231837659,Reservations,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97506,23.73153,Private room,273,1,0,,,5,353
31039934,Deluxe Suite with Acropolis view,231837659,Reservations,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.97618,23.73257,Private room,353,1,0,,,5,353
31041630,VW T3 Kranich | Athens Base | LunaTrips GR Network,127856668,Ermis,,ΖΑΠΠΕΙΟ,37.96687,23.73182,Entire home/apt,80,5,0,,,3,364
31042258,"Central , Old Athens fully renovated apartment",216926229,Kyrillos,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98646,23.74161,Entire home/apt,35,1,83,2019-11-03,7.59,2,85
31048166,Pangrati Grove Apartment,100140550,Break,,ΠΑΓΚΡΑΤΙ,37.96946,23.74688,Entire home/apt,81,1,5,2019-10-13,0.53,20,365
31051570,Victoria Apartment #5,182755179,Bookiko,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99285,23.73032,Entire home/apt,60,1,6,2019-09-26,0.79,83,358
31051907,Acropolis View  Dream Apartment,182755179,Bookiko,,ΒΟΤΑΝΙΚΟΣ,37.98074,23.71128,Entire home/apt,136,1,5,2019-07-21,0.55,83,334
31064237,1’ to metro st/10’ to city center/airport line 25’,232058110,Taras & Christina,,ΑΜΠΕΛΟΚΗΠΟΙ,37.99384,23.765,Entire home/apt,55,1,21,2019-11-18,2.40,1,325
31064708,Aristocratic Residence Overlooking Exarchia Square,61905606,SharingXchange,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9828,23.72695,Entire home/apt,183,2,0,,,15,295
31064815,Eclectic Downtown Residence at Exarchia Square,61905606,SharingXchange,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98296,23.72713,Entire home/apt,268,2,0,,,15,292
31064926,Eclectic Residence With View Of The Acropolis,61905606,SharingXchange,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.9856,23.73492,Entire home/apt,448,2,0,,,15,298
31065044,Upscale Apartment with Amazing Views of Acropolis,61905606,SharingXchange,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.98301,23.72692,Entire home/apt,61,2,0,,,15,333
31065198,Acropolis View from Rooftop Lounge and Dining Area,61905606,SharingXchange,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.9841,23.71882,Entire home/apt,75,1,0,,,15,329
31066513,Spectacular Deluxe Residence Overlooking Acropolis,61905606,SharingXchange,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98309,23.71842,Entire home/apt,75,2,0,,,15,324
31067432,Luxurious Residence With Acropolis View,61905606,SharingXchange,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98475,23.71834,Entire home/apt,117,2,0,,,15,335
31068091,Athens  Luxurious Suite 20,228411489,Luxurious,,ΚΥΨΕΛΗ,38.00287,23.74098,Entire home/apt,38,1,16,2019-10-02,1.75,4,358
31068920,Athens Luxurious Suite 30,228411489,Luxurious,,ΚΥΨΕΛΗ,37.99991,23.73564,Entire home/apt,45,1,28,2019-10-13,2.57,4,357
31070453,BMO Athens Center Penthouse,190396567,Lia,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98817,23.72804,Entire home/apt,60,2,0,,,3,0
31071069,TAKIS FLAT,106632387,Panagiotis,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00632,23.73323,Entire home/apt,60,5,0,,,2,146
31079427,Central Bright Apt near Metro,1167063,Dimi David,,ΠΑΓΚΡΑΤΙ,37.97324,23.74675,Entire home/apt,45,2,4,2019-10-01,0.56,41,326
31080587,Artistic classic space and Acropolis view.,95852123,Giorgios-Zeta,,ΓΚΑΖΙ,37.97651,23.70827,Entire home/apt,60,1,11,2019-11-15,2.60,3,66
31082746,A Classic house in Athens .,232220212,Pana,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95786,23.72849,Entire home/apt,30,2,6,2019-11-10,1.10,1,365
31083243,Super Clean New 3br 5min to metro 18min Acropolis!,232225608,Roee,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99922,23.72956,Entire home/apt,50,1,2,2019-01-05,0.18,1,179
31084001,A place to remember!,210891594,Κατερινα,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95536,23.71993,Entire home/apt,50,1,31,2019-11-03,2.90,1,166
31084151,Central in lively Athens-Metro 3'walk-Airport line,232221324,Marilena,,ΑΜΠΕΛΟΚΗΠΟΙ,37.9908,23.76856,Entire home/apt,30,1,10,2019-10-20,1.38,1,364
31084205,Athens oasis studio 105,77926998,Nelly,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98437,23.71901,Entire home/apt,25,1,32,2019-11-04,3.00,12,343
31084530,Athens oasis studio 106,77926998,Nelly,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98417,23.71882,Entire home/apt,25,1,29,2019-10-25,3.10,12,340
31086514,"Diamond Home 11, downtown , walking to Acropolis",29977689,George,,ΣΤΑΔΙΟ,37.96816,23.74266,Entire home/apt,40,1,57,2019-10-27,5.64,4,117
31086541,Kelly's Greek Home,232255284,Kelly,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96415,23.72205,Entire home/apt,42,1,100,2019-11-15,10.17,1,276
31087559,Vintage apartment in the center of  Athens,232264342,Anatolis,,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,38.01028,23.72913,Entire home/apt,80,1,0,,,1,180
31092482,Welcome Home Convenient Athens Location,232312283,Charlotte,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98534,23.73693,Private room,26,14,0,,,1,179
31095791,Athens Central Studio,228940308,Minas,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00085,23.73195,Entire home/apt,25,1,25,2019-11-02,2.37,2,362
31102252,Denaxas Apartments close to the Heart of Athens,216454368,Γιάννης,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96457,23.72012,Entire home/apt,45,1,31,2019-09-15,2.91,2,332
31111098,Art apartment,232491275,Dimitris & Elena,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98211,23.72087,Entire home/apt,37,2,52,2019-11-16,4.95,1,261
31111253,The Pink Flat,185330188,Fotis,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98964,23.72373,Entire home/apt,35,2,21,2019-10-27,2.19,3,191
31119881,STADIUM MINIMAL,48501367,Stefanos,,ΠΑΓΚΡΑΤΙ,37.97097,23.74297,Entire home/apt,45,2,2,2019-09-24,0.83,2,269
31132507,Neoclassical Apartment Electra - 3 min from Metro,215496598,Angela,,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,37.9821,23.72622,Entire home/apt,90,1,6,2019-10-10,0.72,3,298
31133791,☆ Steps from Acropolis Temple | Museum & Metro,66894527,Socratis,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96729,23.72564,Entire home/apt,51,1,144,2019-11-18,13.29,2,336
31139423,"Acropolis Stylish Condo, Next to the Metro.",114156592,Bill & John,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96506,23.72676,Entire home/apt,120,1,4,2019-09-03,0.37,18,353
31140879,Athens city! Comfort & value for money!,51062985,Věra,,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,38.00088,23.72984,Entire home/apt,17,2,14,2019-07-31,1.33,2,0
31141565,Modern Studio Apartment in the Shadow of the Acropolis,66894527,Socratis,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.9672,23.72536,Entire home/apt,51,1,139,2019-11-15,12.79,2,341
31155880,Athens SmArt Stay Apartment (center/metro/TV/WiFi/AC),213326446,Carina E-Domizil,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.99145,23.7226,Entire home/apt,36,3,0,,,1,247
31157119,Not available!!!,91256051,Giorgos,,ΝΙΡΒΑΝΑ,38.01556,23.72713,Entire home/apt,25,1,1,2019-02-13,0.11,1,202
31157243,Amazing Terrace Lounge at Lux Apartments,61905606,SharingXchange,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98255,23.71852,Entire home/apt,413,2,1,2019-05-19,0.16,15,329
31157447,Stylish Urban Apartment,53824000,Leonidas,,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,37.96536,23.7243,Entire home/apt,120,1,0,,,23,352
31157524,Amazing Terraces And Lounge Areas at Lux Studios,61905606,SharingXchange,,ΑΚΡΟΠΟΛΗ,37.9713,23.72996,Entire home/apt,280,2,1,2019-08-04,0.28,15,360
31168393,"Novel, A Luxury Apartment next to Hilton hotel",192271404,Dionysis,,ΙΛΙΣΙΑ,37.97782,23.75531,Entire home/apt,51,1,5,2019-01-30,0.47,2,365
31179376,Toni's - 2BD Apartment near A. Museum in City Center!,112527018,Toni,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98986,23.72924,Entire home/apt,55,1,49,2019-10-24,4.74,60,159
31180902,Toni's - 4BD Apartment near A. Museum!,112527018,Toni,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98869,23.7296,Entire home/apt,115,1,58,2019-11-05,5.39,60,159
31184572,Super Paradise Apartment #3a,182755179,Bookiko,,ΚΕΡΑΜΕΙΚΟΣ,37.97985,23.71245,Entire home/apt,93,1,0,,,83,352
31185668,"Entire apartment for two WLAN, access from airport",140124048,Serafeim,,ΝΙΡΒΑΝΑ,38.01021,23.72444,Entire home/apt,20,1,19,2019-09-12,1.77,2,348
31187151,VG Apartment (10' walk to Acropolis),193497982,Manos & Fay,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96413,23.7302,Entire home/apt,25,1,70,2019-11-13,6.93,8,343
31191389,Spacious Architect's Retreat in Downtown Athens,233203660,Aris,,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,37.98684,23.73912,Entire home/apt,70,2,0,,,1,360
31195855,Sunny Penthouse Central Athens with large balcony,39042147,Nestor,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99861,23.73168,Entire home/apt,32,1,42,2019-11-12,4.09,10,316
31197205,Olympia House,32948108,Michalis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99193,23.7289,Entire home/apt,50,1,0,,,20,358
31198349,Family Apartment 1 minute walk from train station,86935738,Dimitrios Fanourios,,ΝΙΡΒΑΝΑ,38.00742,23.72506,Entire home/apt,30,1,3,2019-09-08,0.32,3,102
31199127,"Cosy, new apt close to Acropolis area",233289392,Dimitris,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96475,23.72843,Entire home/apt,30,1,36,2019-11-13,3.42,2,362
31203212,The Pericles House,32948108,Michalis,,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,37.99758,23.7293,Entire home/apt,50,1,0,,,20,365
31206939,Cozy 4th floor apt near suburban and metro station,233370024,Aggeliki,,ΚΟΛΩΝΟΣ,38.00134,23.72064,Entire home/apt,29,2,47,2019-11-15,4.64,1,276
31207033,GK Natural Luxury Apartment 2,233370175,Panagiotis,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95803,23.73447,Entire home/apt,60,1,22,2019-11-10,2.13,2,360
31224544,Elea Athens Apartment,36698866,George,,ΝΕΟΣ ΚΟΣΜΟΣ,37.95198,23.72502,Entire home/apt,59,2,41,2019-11-05,4.11,1,262
31246569,New Beautiful apart in the heart of Athens !!,12425849,Maher,,ΠΕΤΡΑΛΩΝΑ,37.9761,23.71343,Entire home/apt,32,1,12,2019-09-17,2.02,3,336
31247919,The SMART apartment (near Acropolis and Subway),233786924,Nikolaos,,ΝΕΟΣ ΚΟΣΜΟΣ,37.96086,23.72839,Entire home/apt,39,3,6,2019-08-23,0.63,1,321
31249607,Stylish City Center garden apartment,101950443,Life Houses,,ΓΟΥΔΙ,37.983,23.75992,Entire home/apt,40,1,4,2019-10-29,0.43,9,349
31252683,Cozy apartment in the center of athens,233828153,Άρτεμις,,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,37.98687,23.72212,Entire home/apt,22,1,46,2019-09-28,4.60,1,78
31255066,Black & White  Apt 4 Two Large Terrace Ambelokipi,152138199,Svitlana,,ΓΚΥΖΗ,37.98921,23.75199,Entire home/apt,34,1,59,2019-11-15,5.94,1,351
31256072,Exquisite 3 BR apartment next to Kolonaki square,150404874,Adelos,,ΚΟΛΩΝΑΚΙ,37.97732,23.73785,Entire home/apt,100,1,14,2019-09-28,1.39,4,325
31259178,Top Kolonaki Penthouse Elegance - large veranda,2718115,Alex & Maria | Preffered |,,ΚΟΛΩΝΑΚΙ,37.97789,23.73898,Entire home/apt,100,2,14,2019-09-09,1.38,40,365
